14.750000,2.550000,0,0,0,0,1,0,4
11.700000,2.450000,0,0,0,0,1,0,3
7.500000,2.450000,0,0,0,0,1,0,3
4.200000,2.400000,0,0,0,0,1,0,3
1.250000,2.700000,0,0,0,0,1,0,3
1.350000,5.600000,0,0,0,0,1,0,3
1.500000,7.900000,0,0,0,0,1,0,3
2.950000,9.350000,0,0,0,0,1,0,3
5.000000,9.300000,0,0,0,0,1,0,3
7.200000,9.250000,0,0,0,0,1,0,3
9.400000,9.200000,0,0,0,0,1,0,3
11.600000,9.350000,0,0,0,0,1,0,3
14.500000,9.350000,0,0,0,0,1,0,3
12.050000,11.050000,0,0,0,0,1,0,3
11.750000,13.450000,0,0,0,0,1,0,3
11.650000,15.150000,0,0,0,0,1,0,3
9.750000,13.000000,0,0,0,0,1,0,3
7.450000,13.200000,0,0,0,0,1,0,3
5.550000,13.300000,0,0,0,0,1,0,3
5.600000,15.000000,0,0,0,0,1,0,3
5.150000,11.450000,0,0,0,0,1,0,3
3.050000,11.400000,0,0,0,0,1,0,3
3.050000,13.950000,0,0,0,0,1,0,3
3.150000,16.450000,0,0,0,0,1,0,4
